시도,시군구,시설유형(소),시설명,연락처
부산광역시,영도구,재가노인복지시설,상리노인복지센터,051-404-5061
부산광역시,영도구,재가노인복지시설,가화재가노인복지센터,514152777
부산광역시,영도구,재가노인복지시설,늘봄재가복지센터,514031337
부산광역시,영도구,재가노인복지시설,참조은재가복지센터,514150192
부산광역시,영도구,재가노인복지시설,버드나무재가복지센터,514140202
부산광역시,영도구,노인일자리지원기관,부산영도시니어클럽,051-413-7272
부산광역시,중구,노인요양시설,굿모닝노인요양원,514685688
부산광역시,중구,노인요양시설,송산노인전문요양원,051-466-0007
부산광역시,중구,노인복지관,중구노인복지관,051-241-2591
부산광역시,중구,노인복지관,중구노인복지관 분관,051-462-0316
부산광역시,중구,재가노인복지시설,성부재가노인복지센터,051-911-9526
부산광역시,중구,재가노인복지시설,중구노인복지센터(주간보호),051-241-2591
부산광역시,중구,재가노인복지시설,선한데이케어센터,512537558
부산광역시,중구,재가노인복지시설,(주)돌보미재가복지센터,512457797
부산광역시,중구,재가노인복지시설,참벗재가복지센터,512540601
부산광역시,중구,재가노인복지시설,스마일재가노인복지센터,514621801
부산광역시,중구,재가노인복지시설,굿모닝주야간보호센터,514683588
부산광역시,중구,재가노인복지시설,중구재가노인지원서비스센터,051-241-2591
부산광역시,중구,재가노인복지시설,우리재가복지센터,051-242-4208
부산광역시,중구,재가노인복지시설,노틀담노인복지센터,051-464-3137
부산광역시,중구,재가노인복지시설,노틀담노인복지센터(주간보호),051-464-3137
부산광역시,중구,재가노인복지시설,봉생중구노인복지센터,051-464-9880
부산광역시,중구,노인일자리지원기관,부산중구시니어클럽,519512800
부산광역시,해운대구,노인요양시설,안심노인요양시설(소규모 가형),051-543-3001
부산광역시,해운대구,노인요양시설,다인실버홈,051-781-6862
부산광역시,해운대구,노인요양시설,영화소규모요양시설(나형),051-782-1183
부산광역시,해운대구,노인요양시설,은화노인요양원,051-545-2995
부산광역시,해운대구,노인요양시설,세림어르신의집,051-543-5470
부산광역시,해운대구,노인요양시설,해운대실버홈,517023343
부산광역시,해운대구,노인요양시설,안심노인요양시설(소규모 가형),051-543-3001
부산광역시,해운대구,노인요양공동생활가정,사랑방요양원,517422533
부산광역시,해운대구,노인요양공동생활가정,정다운 요양원,517478895
부산광역시,해운대구,노인요양공동생활가정,송정요양원,517047076
부산광역시,해운대구,노인요양공동생활가정,정담시니어요양원,051)747-7294
부산광역시,해운대구,노인복지관,어진샘노인종합복지관,051-784-8007
부산광역시,해운대구,노인복지관,노인복지관 반여분관,051-529-9141
부산광역시,해운대구,노인복지관,장산노인복지관,051-704-9141
부산광역시,해운대구,재가노인복지시설,청춘통합노인복지센터,515432600
부산광역시,해운대구,재가노인복지시설,(주)센텀보라데이케어센터,517154663
부산광역시,해운대구,재가노인복지시설,길주간보호센터,517411109
부산광역시,해운대구,재가노인복지시설,(주)양지복지센터,517026655
부산광역시,해운대구,재가노인복지시설,살루스플러스데이케어,517049988
부산광역시,해운대구,재가노인복지시설,센텀재가노인복지센터,517475802
부산광역시,해운대구,재가노인복지시설,정담시니어 주간보호센터,517446993
부산광역시,해운대구,재가노인복지시설,(사)해운대재가복지센터,517441110
부산광역시,해운대구,재가노인복지시설,국민방문요양센터 부산지사,519399002
부산광역시,해운대구,재가노인복지시설,영화소규모요양시설(나형),051-782-1183
부산광역시,해운대구,재가노인복지시설,센텀효어르신데이케어센터,051-741-6163
부산광역시,해운대구,재가노인복지시설,센텀효사랑재가복지센터,515321230
부산광역시,해운대구,재가노인복지시설,영진재가노인지원서비스센터,515210840
부산광역시,해운대구,재가노인복지시설,(주)길데이케어센터,517411109
부산광역시,해운대구,재가노인복지시설,샬롬방문요양센터,051-709-1600
부산광역시,해운대구,재가노인복지시설,장산재가노인복지센터,517049141
부산광역시,해운대구,재가노인복지시설,대성재가복지센터,051-524-0063
부산광역시,해운대구,재가노인복지시설,㈜스마트빅 방문간호 통합재가센터,070-8655-9030
부산광역시,해운대구,재가노인복지시설,어진샘재가노인지원서비스센터,051-784-8008
부산광역시,해운대구,재가노인복지시설,어진샘주간노인복지센터,051-784-8005
부산광역시,해운대구,재가노인복지시설,사랑채주간보호센터,517838890
부산광역시,해운대구,재가노인복지시설,한컴말랑말랑행복케어,517032270
부산광역시,해운대구,재가노인복지시설,힐링재가복지센터,515214005
부산광역시,해운대구,재가노인복지시설,(주)참조은재가복지센터,515250777
부산광역시,해운대구,재가노인복지시설,(주)신세계 실버데이케어,517029400
부산광역시,해운대구,재가노인복지시설,센텀라파 주간보호센터,517831112
부산광역시,해운대구,재가노인복지시설,청솔노인주간보호센터,517469983
부산광역시,해운대구,재가노인복지시설,다솜케어재가복지센터,517312371
부산광역시,해운대구,재가노인복지시설,에젤 주야간보호센터,517044994
부산광역시,해운대구,재가노인복지시설,명품재활주간보호센터,515319980
부산광역시,해운대구,재가노인복지시설,신기의료기 해운대점,517817773
부산광역시,해운대구,재가노인복지시설,다온실버복지센터,515429980
부산광역시,해운대구,재가노인복지시설,효마루재가복지센터,517150770
부산광역시,해운대구,재가노인복지시설,영진노인복지센터,051-520-0840
부산광역시,해운대구,재가노인복지시설,올리사랑주간보호재활운동센터,515215248
부산광역시,해운대구,재가노인복지시설,해운대재활주간보호센터,517023323
부산광역시,해운대구,재가노인복지시설,''(A)비지팅엔젤스 부산해운대방문요양지점,517156969
부산광역시,해운대구,재가노인복지시설,온사랑재가노인지원서비스센터,517031679
부산광역시,해운대구,재가노인복지시설,(A) 화인시니어데이케어센터,518080153
부산광역시,해운대구,재가노인복지시설,은화재가노인복지센터,051-545-2995
부산광역시,해운대구,재가노인복지시설,애플재가복지센터,517042202
부산광역시,해운대구,재가노인복지시설,인혜재가노인복지센터,517848007
부산광역시,해운대구,노인일자리지원기관,부산해운대시니어클럽,517849141
대구광역시,남구,노인요양시설,재활노인요양원,053-624-5266
대구광역시,남구,노인요양시설,앞산고을요양센터,053-637-3397
대구광역시,남구,노인요양시설,여래원,053-472-2222
대구광역시,남구,노인요양시설,봉덕 효 요양원,053-475-8575
대구광역시,남구,노인요양시설,휴마나두류요양원,053-654-7171
대구광역시,남구,노인요양시설,삼성온케어요양원,532678899
대구광역시,남구,노인요양시설,만수요양원,536561222
대구광역시,남구,노인요양시설,연경노인요양원,536517755
대구광역시,남구,노인요양시설,가톨릭요양원,536288833
대구광역시,남구,노인요양시설,대덕실버타운,053-625-0800
대구광역시,남구,노인요양시설,청춘복지센터,535716800
대구광역시,남구,노인요양시설,무량수전,053-477-3334
대구광역시,남구,노인요양시설,온누리요양타운,053-629-7427
대구광역시,남구,노인요양시설,예람실버홈,536515352
대구광역시,남구,노인요양시설,대명요양센터,532543200
대구광역시,남구,노인요양시설,현대요양원,536525353
대구광역시,남구,노인요양공동생활가정,대명효성실버홈,536561500
대구광역시,남구,노인요양공동생활가정,남대구1요양센터,536557100
대구광역시,남구,노인요양공동생활가정,123노인요양공동생활가정,053-6239-123
대구광역시,남구,노인요양공동생활가정,남대구3요양센터,7089154778
대구광역시,남구,노인요양공동생활가정,효다함요양센터2,534748890
대구광역시,남구,노인요양공동생활가정,고은손노인요양센터,536230528
대구광역시,남구,노인요양공동생활가정,남대구4요양센터,7089154779
대구광역시,남구,노인요양공동생활가정,유림케어요양복지센터,536430361
대구광역시,남구,노인요양공동생활가정,효다함요양센터,534718899
대구광역시,남구,노인요양공동생활가정,애덕의집노인요양센터,536255576
대구광역시,남구,노인요양공동생활가정,명인요양센터,534738899
대구광역시,남구,노인요양공동생활가정,까리따스의집 노인요양공동생활가정,536273181
대구광역시,남구,노인복지관,대덕노인복지회관,053)621-9522~
대구광역시,남구,노인복지관,대덕노인종합복지관,053-621-9522
대구광역시,남구,재가노인복지시설,가은재가노인복지센터,536579577
대구광역시,남구,재가노인복지시설,대명효성주간보호센터,536561500
대구광역시,남구,재가노인복지시설,성심노인복지센터,7043312107
대구광역시,남구,재가노인복지시설,가은메디칼,536272429
대구광역시,남구,재가노인복지시설,스마일시니어요양센터 대구남구지점,7046106696
대구광역시,남구,재가노인복지시설,브레인재가노인복지센터,534754678
대구광역시,남구,재가노인복지시설,가가호호재가복지센터,532853557
대구광역시,남구,재가노인복지시설,햇빛재가노인돌봄센터,053-474-9748
대구광역시,남구,재가노인복지시설,송원주간보호센터,536561191
대구광역시,남구,재가노인복지시설,참좋은기억학교,532638228
대구광역시,남구,재가노인복지시설,재활노인요양원,053-656-5266
대구광역시,남구,재가노인복지시설,앞산재활주간보호센터,532840807
대구광역시,남구,재가노인복지시설,조은마실 재가노인복지센터,1080043361
대구광역시,남구,재가노인복지시설,참좋은재가노인돌봄센터,053-474-1253
대구광역시,남구,재가노인복지시설,햇빛노인주간보호센터,534766636
대구광역시,남구,재가노인복지시설,영선노인복지센터,532670089
대구광역시,남구,재가노인복지시설,한솔노인복지센터,053-355-5155
대구광역시,남구,재가노인복지시설,대덕노인복지센터,053-625-9523
대구광역시,남구,재가노인복지시설,해인재가복지센터,053-290-7780
대구광역시,남구,재가노인복지시설,예람실버재가복지센터,536515352
대구광역시,남구,재가노인복지시설,이제가족재가센터,536546557
대구광역시,남구,재가노인복지시설,해오름재가복지센터,532478008
대구광역시,남구,재가노인복지시설,해바라기재가센터,536290010
대구광역시,남구,재가노인복지시설,하나꿈 재가노인복지센터,532597469
대구광역시,남구,재가노인복지시설,좋은인연 노인복지센터,053-471-0991
대구광역시,남구,재가노인복지시설,소화재가노인복지센터,532020043
대구광역시,남구,재가노인복지시설,가호재가복지센터,533571266
대구광역시,남구,재가노인복지시설,행복한재가노인복지센터,536571140
대구광역시,남구,재가노인복지시설,앞산노인재가센터(효심),536568971
대구광역시,남구,재가노인복지시설,굿포에버재가복지센터,534766925
대구광역시,남구,재가노인복지시설,하나 재가복지센터,536218801
대구광역시,남구,재가노인복지시설,대가노인복지센터,536571316
대구광역시,남구,재가노인복지시설,서원노인복지센터,053-656-5267
대구광역시,남구,재가노인복지시설,남대구주간보호센터,536557100
대구광역시,남구,재가노인복지시설,효원주간보호센터A,536278887
대구광역시,남구,재가노인복지시설,사랑방주간보호센터,534733600
대구광역시,남구,재가노인복지시설,행복드림노인복지센터,535664523
대구광역시,남구,노인보호전문기관,대구남부노인보호전문기관,053-472-1389
대구광역시,남구,노인일자리지원기관,대구남구시니어클럽,534718090
대구광역시,달서구,양로시설,대구성로원,053-632-1220
대구광역시,달서구,노인요양시설,W요양원,053-582-3131
대구광역시,달서구,노인요양시설,대구샘노인요양센터,053-632-1220
대구광역시,달서구,노인요양시설,송현요양원,052-652-6014
대구광역시,달서구,노인요양시설,성당효요양원,053-628-9771
대구광역시,달서구,노인요양시설,시온요양원,053-606-1666
대구광역시,달서구,노인요양시설,성서요양원,535820264
대구광역시,달서구,노인요양시설,사랑마을요양원,536235133
대구광역시,달서구,노인요양시설,가까운요양원,532133363
대구광역시,달서구,노인요양시설,대곡가톨릭요양원,532438833
대구광역시,달서구,노인요양시설,성심실버타운,053-562-4288
대구광역시,달서구,노인요양시설,수목원실버타운,536427799
대구광역시,달서구,노인요양시설,예수마을노인요양원,053-653-7001
대구광역시,달서구,노인요양시설,상록수 실버타운,537166123
대구광역시,달서구,노인요양시설,행복재활요양원,536291300
대구광역시,달서구,노인요양시설,대운실버타운,536558880
대구광역시,달서구,노인요양시설,경북실버타운,053-637-5555
대구광역시,달서구,노인요양시설,예람요양원,535235367
대구광역시,달서구,노인요양시설,굿실버요양원,053-628-9911
대구광역시,달서구,노인요양시설,현대실버타운,532677822
대구광역시,달서구,노인요양시설,두류숲요양원,532566666
대구광역시,달서구,노인요양공동생활가정,은혜실버홈,053-621-3222
대구광역시,달서구,노인요양공동생활가정,부모님요양복지센터,536237017
대구광역시,달서구,노인요양공동생활가정,대구 신세계요양원,536335003
대구광역시,달서구,노인요양공동생활가정,가림노인요양센터,053-637-2351
대구광역시,달서구,노인요양공동생활가정,소망실버홈공동생활가정,536373226
대구광역시,달서구,노인요양공동생활가정,예다함3노인요양센터,536219797
대구광역시,달서구,노인요양공동생활가정,효성공동생활가정,536340775
대구광역시,달서구,노인요양공동생활가정,한독요양원1,053-655-3363
대구광역시,달서구,노인요양공동생활가정,예다함2노인요양센터,536219797
대구광역시,달서구,노인요양공동생활가정,그린종합복지센터,053-655-8890
대구광역시,달서구,노인요양공동생활가정,마음다해요양타운2,053-641-4033
대구광역시,달서구,노인요양공동생활가정,마음다해요양타운1,536414033
대구광역시,달서구,노인요양공동생활가정,다은실버타운,536438216
대구광역시,달서구,노인요양공동생활가정,굿모닝효노인공동생활가정,533510775
대구광역시,달서구,노인요양공동생활가정,휴청명노인복지센터,053-628-0001
대구광역시,달서구,노인요양공동생활가정,한독요양원2,536553363
대구광역시,달서구,노인요양공동생활가정,종려요양공동생활가정,053-581-2128
대구광역시,달서구,노인요양공동생활가정,신세계실버홈,053-632-0770
대구광역시,달서구,노인요양공동생활가정,노리실버홈 요양원,536429990
대구광역시,달서구,노인복지관,성서노인종합복지관,053-721-8081
대구광역시,달서구,노인복지관,달서구노인종합복지관,053-644-8310
대구광역시,달서구,노인교실,달서구노인복지대학,053-644-8310
대구광역시,달서구,노인교실,달서구노인문화대학,053-323-9343
대구광역시,달서구,재가노인복지시설,스마일으뜸재가방문요양센터,536576901
대구광역시,달서구,재가노인복지시설,대구샘재가노인복지센터,053-631-1220
대구광역시,달서구,재가노인복지시설,참평안케어재가복지센터,536433377
대구광역시,달서구,재가노인복지시설,스마일시니어 넘버원재가노인복지센터,532532334
대구광역시,달서구,재가노인복지시설,송덕재가노인복지센터,532889333
대구광역시,달서구,재가노인복지시설,정성재가노인복지센터,535224029
대구광역시,달서구,재가노인복지시설,동행재가노인복지센터,536413198
대구광역시,달서구,재가노인복지시설,달서구노인복지센터,053-634-8310
대구광역시,달서구,재가노인복지시설,현대재가복지센터,532677826
대구광역시,달서구,재가노인복지시설,달서구월배노인복지센터,053-634-8166
대구광역시,달서구,재가노인복지시설,더공경재가복지센터,536321015
대구광역시,달서구,재가노인복지시설,우리집주간보호센터,536362700
대구광역시,달서구,재가노인복지시설,365 따스한재가노인복지센터,053-657-1920
대구광역시,달서구,재가노인복지시설,수현보호복지센터,536287733
대구광역시,달서구,재가노인복지시설,대천노인복지센터,053-642-6050
대구광역시,달서구,재가노인복지시설,가가호호연합노인복지센터,053-586-0650
대구광역시,달서구,재가노인복지시설,햇살노인복지센터,537218953
대구광역시,달서구,재가노인복지시설,강남노인복지센터,536331188
대구광역시,달서구,재가노인복지시설,나눔재가노인복지센터,532685822
대구광역시,달서구,재가노인복지시설,건강한재활주간보호센터,536525854
대구광역시,달서구,재가노인복지시설,영웅재가복지센터,535860655
대구광역시,달서구,재가노인복지시설,온마음재가방문요양센터,532857676
대구광역시,달서구,재가노인복지시설,효재가노인복지센터,053-586-3816
대구광역시,달서구,재가노인복지시설,굿시니어복지센터,536380227
대구광역시,달서구,재가노인복지시설,노리주간보호센터,536339988
대구광역시,달서구,재가노인복지시설,사랑재가노인복지센터,537217205
대구광역시,달서구,재가노인복지시설,대구샘기억학교,053-642-1220
대구광역시,달서구,재가노인복지시설,상인실버재가노인복지센터,532133315
대구광역시,달서구,재가노인복지시설,가람복지센터,535524557
대구광역시,달서구,재가노인복지시설,삼성 튼튼재활 주간보호센터,536318891
대구광역시,달서구,재가노인복지시설,효언재가노인복지센터,532929989
대구광역시,달서구,재가노인복지시설,따스한재가노인복지센터,536571920
대구광역시,달서구,재가노인복지시설,대안주간보호센터,536388088
대구광역시,달서구,재가노인복지시설,다행복재가노인복지센터,536422723
대구광역시,달서구,재가노인복지시설,천사노인복지센터,053-655-2004
대구광역시,달서구,재가노인복지시설,두드림재가노인복지센터,535252325
대구광역시,달서구,재가노인복지시설,만수무강 재가노인복지센터,536358899
대구광역시,달서구,재가노인복지시설,가브리엘 재가복지센터,536246612
대구광역시,달서구,재가노인복지시설,다정주간보호센터,536353500
대구광역시,달서구,재가노인복지시설,효빛재가복지센터,536254992
대구광역시,달서구,재가노인복지시설,대구 신세계재가노인복지센터,536292003
대구광역시,달서구,재가노인복지시설,굿실버주간보호센터,053-628-9910
대구광역시,달서구,재가노인복지시설,대구재가노인돌봄센터,053-295-6070
대구광역시,달서구,재가노인복지시설,성심재가복지센터,535624288
대구광역시,달서구,재가노인복지시설,고향재가복지센터,536396555
대구광역시,달서구,재가노인복지시설,기쁨나눔재가복지센터,532846252
대구광역시,달서구,재가노인복지시설,카리타스노인복지센터,536359913
대구광역시,달서구,재가노인복지시설,주은재가노인복지센터,536376008
대구광역시,달서구,재가노인복지시설,성심재활주간보호센터,532413030
대구광역시,달서구,재가노인복지시설,시온재가복지센터,537169191
대구광역시,달서구,재가노인복지시설,베데스다재가노인복지센터,532863214
대구광역시,달서구,재가노인복지시설,재재어르신복지센터,536233752
대구광역시,달서구,재가노인복지시설,더편한주간보호센터,539448899
대구광역시,달서구,재가노인복지시설,효경재가노인복지센터,1087490997
대구광역시,달서구,재가노인복지시설,용산주간보호센터,535725004
대구광역시,달서구,재가노인복지시설,햇살주간보호센터,536449250
대구광역시,달서구,재가노인복지시설,고운맘복지센터,053-635-3415
대구광역시,달서구,재가노인복지시설,상록수기억학교,053-592-8882
대구광역시,달서구,재가노인복지시설,굿모닝노인복지센터,053-568-3366
대구광역시,달서구,재가노인복지시설,백세청춘재활주간보호센터,536331003
대구광역시,달서구,재가노인복지시설,우리동네재가노인복지센터,536399998
대구광역시,달서구,재가노인복지시설,평화노인주간복지센터,536377005
대구광역시,달서구,재가노인복지시설,대덕재가노인돌봄센터,536259523
대구광역시,달서구,재가노인복지시설,참동행재가노인복지센터,536379811
대구광역시,달서구,재가노인복지시설,월성재가노인돌봄센터,053-634-4113
대구광역시,달서구,재가노인복지시설,대구YWCA재가노인돌봄센터,535871968
대구광역시,달서구,재가노인복지시설,100세재가노인복지센터,532623363
대구광역시,달서구,재가노인복지시설,굿실버재가노인돌봄센터,053-652-0272
대구광역시,달서구,재가노인복지시설,누리재가복지센터,535254261
대구광역시,달서구,재가노인복지시설,늘푸른기억학교,053-561-9988
대구광역시,달서구,재가노인복지시설,성서노인복지센터,053-581-5688
대구광역시,달서구,재가노인복지시설,다온재가복지센터,535232221
대구광역시,달서구,재가노인복지시설,가톨릭요양센터,532438833
대구광역시,달서구,재가노인복지시설,사랑모아 재가노인복지센터,535670110
대구광역시,달서구,재가노인복지시설,상윤재가노인복지센터,532140901
대구광역시,달서구,재가노인복지시설,카리타스학산요양센터,053-634-7232
대구광역시,달서구,재가노인복지시설,마실재가노인복지센터,536261009
대구광역시,달서구,재가노인복지시설,헤아림재활주간보호센터,536572229
대구광역시,달서구,재가노인복지시설,노리실버홈 데이케어센터,536429990
대구광역시,달서구,재가노인복지시설,상록수노인종합복지센터,053-652-6080
대구광역시,달서구,재가노인복지시설,성서재가노인돌봄센터,053-716-6126
대구광역시,달서구,재가노인복지시설,봄날재가장기요양기관,536331158
대구광역시,달서구,재가노인복지시설,휴청명실버주간보호센터,053-628-0001
대구광역시,달서구,복합노인복지시설,상록수 기억학교,535928882
대구광역시,달서구,노인일자리지원기관,대구달서시니어클럽,536268310
대구광역시,달성군,양로시설,신일양로원,053-768-0180
대구광역시,달성군,노인요양시설,늘푸른실버타운,053-644-9988
대구광역시,달성군,노인요양시설,더나은요양원,537677100
대구광역시,달성군,노인요양시설,달성상아요양원,053-261-0808
대구광역시,달성군,노인요양시설,행복한효경(노인요양시설),053-611-3778
대구광역시,달성군,노인요양시설,가족사랑요양원,536169090
대구광역시,달성군,노인요양시설,한패밀리요양원,053-760-8820
대구광역시,달성군,노인요양시설,다사실버타운,053-588-5646
대구광역시,달성군,노인요양시설,마음다해실버타운,053-617-0900
대구광역시,달성군,노인요양시설,달성요양원,536179999
대구광역시,달성군,노인요양시설,비슬원,053-643-1166
대구광역시,달성군,노인요양시설,대구보훈요양원,536063000
대구광역시,달성군,노인요양시설,에덴동산,536177117
대구광역시,달성군,노인요양시설,대구가톨릭요양원,053-616-2141
대구광역시,달성군,노인요양시설,다사랑요양원,053-767-2619
대구광역시,달성군,노인요양시설,엠허브 행복요양원,537161400
대구광역시,달성군,노인요양시설,화원요양원,536328811
대구광역시,달성군,노인요양시설,연광시니어타운,053-584-0085
대구광역시,달성군,노인요양시설,서재요양원,535874241
대구광역시,달성군,노인요양시설,성심힐링노인요양원,535831155
대구광역시,달성군,노인요양시설,한성요양원,532479988
대구광역시,달성군,노인요양시설,소망요양원,053-761-5225
대구광역시,달성군,노인요양시설,신애요양원,053-768-3180
대구광역시,달성군,노인요양시설,죽곡골든라이프케어,535832646
대구광역시,달성군,노인요양시설,신요양원,536117119
대구광역시,달성군,노인요양공동생활가정,대한노인복지센터,053-585-9788
대구광역시,달성군,노인요양공동생활가정,대한실버타운,535916668
대구광역시,달성군,노인요양공동생활가정,효자실버타운A,536380062
대구광역시,달성군,노인요양공동생활가정,사랑마을 실버타운(삭제예정),536147718
대구광역시,달성군,노인요양공동생활가정,나오미노인센터,535912800
대구광역시,달성군,노인요양공동생활가정,솔비 효 요양원,053)614-0675
대구광역시,달성군,노인요양공동생활가정,하빈천사의집,535820501
대구광역시,달성군,노인요양공동생활가정,가족사랑요양원+,536157111
대구광역시,달성군,노인요양공동생활가정,마실노인복지센터,053-611-8384
대구광역시,달성군,노인요양공동생활가정,나오미행복한집,535912803
대구광역시,달성군,노인요양공동생활가정,다사효실버타운,535882166
대구광역시,달성군,노인요양공동생활가정,좋은이웃노인요양원,053)617-8204
대구광역시,달성군,노인요양공동생활가정,하늘과땅노인복지센터,053-611-7070
대구광역시,달성군,노인요양공동생활가정,다슬복지센터,536115562
대구광역시,달성군,노인복지관,달성군 북부노인복지관,053-593-9400
대구광역시,달성군,노인복지관,달성군노인복지관,053-617-0098
대구광역시,달성군,재가노인복지시설,다사늘봄재가장기요양센터,535926920
대구광역시,달성군,재가노인복지시설,(유)가일케어홀딩스 가일노인복지센터 화원지점,536350274
대구광역시,달성군,재가노인복지시설,봄누리재가노인복지센터,053-611-0080
대구광역시,달성군,재가노인복지시설,효성노인복지센터,536172321
대구광역시,달성군,재가노인복지시설,보람재가노인복지센터,536327982
대구광역시,달성군,재가노인복지시설,건강행복노인복지센터,536428889
대구광역시,달성군,재가노인복지시설,현풍방문요양센터,536173212
대구광역시,달성군,재가노인복지시설,(주)유투케어,536115527
대구광역시,달성군,재가노인복지시설,효경복지공동체,053-611-3777
대구광역시,달성군,재가노인복지시설,미소재가노인복지센터,536411866
대구광역시,달성군,재가노인복지시설,수경주간보호센터,536346780
대구광역시,달성군,재가노인복지시설,대구보훈요양원주간보호센터,536063040
대구광역시,달성군,재가노인복지시설,해드림재가노인복지센터,536161433
대구광역시,달성군,재가노인복지시설,대구광역시 지정 효경기억학교,053-283-3535
대구광역시,달성군,재가노인복지시설,정성재가노인복지센터,536152272
대구광역시,달성군,재가노인복지시설,효경노인복지센터,053-617-0111
대구광역시,달성군,재가노인복지시설,따스한재가복지센터,536119191
대구광역시,달성군,재가노인복지시설,달성상아재가방문요양센터,537671341
대구광역시,달성군,재가노인복지시설,행복한동행노인복지센터,535915000
대구광역시,달성군,재가노인복지시설,효경재가노인돌봄센터,053-617-0112
대구광역시,달성군,재가노인복지시설,에덴재가노인돌봄센터,053-615-1133
대구광역시,달성군,재가노인복지시설,좋은이웃노인복지센터,536178204
대구광역시,달성군,재가노인복지시설,비슬복지용구,537103129
대구광역시,달성군,재가노인복지시설,수경기억학교,053-642-5900
대구광역시,달성군,재가노인복지시설,덕수기억학교,053-585-7373
대구광역시,달성군,재가노인복지시설,시니어가든 재활주간보호센터,536177588
대구광역시,달성군,재가노인복지시설,늘푸른재가노인돌봄센터,536379988
대구광역시,달성군,재가노인복지시설,나눔재가노인복지센터,536175113
대구광역시,달성군,재가노인복지시설,주연재가노인복지센터,7081965959
대구광역시,달성군,재가노인복지시설,품은재가노인복지센터,536113284
대구광역시,달성군,재가노인복지시설,한마음주간보호센터,535815930
대구광역시,달성군,재가노인복지시설,미더운 재활주간보호센터 달성점,536419988
대구광역시,달성군,재가노인복지시설,천수메디칼,536150652
대구광역시,달성군,재가노인복지시설,다슬주간보호센터,536115562
대구광역시,달성군,재가노인복지시설,수경재가노인돌봄센터,053-634-2006
대구광역시,달성군,재가노인복지시설,효경안심케어센터,536113779
대구광역시,달성군,재가노인복지시설,서재 효 재활 주간보호센터,535811555
대구광역시,달성군,재가노인복지시설,장금이노인복지센터,532854200
대구광역시,달성군,재가노인복지시설,다온재가복지센터,536171215
대구광역시,달성군,노인일자리지원기관,달성시니어클럽,536179220
대구광역시,동구,노인요양시설,신안사랑마을,053-985-9937
대구광역시,동구,노인요양시설,팔공어르신요양원,053-981-0515
대구광역시,동구,노인요양시설,그린실버케어 노인요양원,537522300
대구광역시,동구,노인요양시설,진명실버타운,053-742-9823
대구광역시,동구,노인요양시설,방촌요양복지센터,539849600
대구광역시,동구,노인요양시설,연꽃마을 덕산요양원,053-983-3677
대구광역시,동구,노인요양시설,금강전원실버요양원,539620052
대구광역시,동구,노인요양시설,다사랑실버타운,539522356
대구광역시,동구,노인요양시설,진명실버홈,053-985-8850
대구광역시,동구,노인요양시설,효사랑실버타운,539651067
대구광역시,동구,노인요양시설,안심성봉요양원,539646300
대구광역시,동구,노인요양시설,진명해안실버타운,053-981-0783
대구광역시,동구,노인요양시설,성덕실버타운,053-983-1376
대구광역시,동구,노인요양시설,활짝요양원,053-427-8318
대구광역시,동구,노인요양시설,혁신도시우리요양원,053-962-1200
대구광역시,동구,노인요양시설,푸른실버타운,539640100
대구광역시,동구,노인요양시설,열경요양원,539810009
대구광역시,동구,노인요양시설,진명고향마을,053-982-8847
대구광역시,동구,노인요양시설,SOS프란치스카의집,053-986-2077
대구광역시,동구,노인요양시설,갓바위치매센터,053-986-7700
대구광역시,동구,노인요양시설,동화사 자비원,053-985-2115
대구광역시,동구,노인요양시설,한사랑실버타운,539819951
대구광역시,동구,노인요양시설,크로바중앙요양원,537534001
대구광역시,동구,노인요양시설,에덴실버타운,539419138
대구광역시,동구,노인요양시설,마이홈노인전문요양원,053-983-0755
대구광역시,동구,노인요양공동생활가정,삼성요양원2,532425119
대구광역시,동구,노인요양공동생활가정,행복한요양복지관,539655988
대구광역시,동구,노인요양공동생활가정,율하요양원,053-965-0702
대구광역시,동구,노인요양공동생활가정,선우요양복지센터(2),053-961-9800
대구광역시,동구,노인요양공동생활가정,효사랑요양원2,539859978
대구광역시,동구,노인요양공동생활가정,효성실버홈2,539553100
대구광역시,동구,노인요양공동생활가정,뉴도울노인요양센터2,053-653-1222
대구광역시,동구,노인요양공동생활가정,삼성요양원1,532412119
대구광역시,동구,노인요양공동생활가정,한마음요양원1,537947800
대구광역시,동구,노인요양공동생활가정,비치요양센터,053-985-5800
대구광역시,동구,노인요양공동생활가정,한마음요양원2,537947800
대구광역시,동구,노인요양공동생활가정,늘푸른노인복지센터,539828100
대구광역시,동구,노인요양공동생활가정,팔공어르신요양원 동촌센터,053-985-0515
대구광역시,동구,노인요양공동생활가정,뉴도울노인요양센터1,532860001
대구광역시,동구,노인요양공동생활가정,효성실버홈,053-955-3100
대구광역시,동구,노인요양공동생활가정,효사랑요양원1,539859978
대구광역시,동구,노인요양공동생활가정,도평성지복지센터,539625503
대구광역시,동구,노인복지관,동구노인종합복지관,053-983-9100
대구광역시,동구,노인복지관,팔공노인복지관,053-955-8081
대구광역시,동구,노인복지관,강동어르신행복센터,532436671
대구광역시,동구,재가노인복지시설,신안재가노인돌봄센터,053-985-9957
대구광역시,동구,재가노인복지시설,진명재가노인돌봄센터,053-939-8888
대구광역시,동구,재가노인복지시설,효청원재가노인돌봄센터,053-751-1152
대구광역시,동구,재가노인복지시설,대구광역시 지정 성덕기억학교,539625022
